order_item_id,order_id,product_id,quantity,unit_price,line_total,discount_pct,created_at
95,29,72,5.4,0.51,2.75,0.06,2025-01-09 14:24:00
96,29,111,1,8.43,8.43,0.05,2025-01-09 14:24:00
97,29,40,5,5.44,27.2,0.06,2025-01-09 14:24:00
98,29,13,4,5.79,23.16,0.04,2025-01-09 14:24:00
99,29,70,1,1.45,1.45,0.05,2025-01-09 14:24:00
100,29,114,2,5.31,10.62,0.08,2025-01-09 14:24:00
101,29,77,5,1.17,5.85,0.05,2025-01-09 14:24:00
102,30,132,3.1,5.08,15.75,0.09,2025-01-09 18:39:00
103,31,76,3.0,10.13,30.39,0.13,2025-01-09 10:13:00
104,31,47,1,6.61,6.61,0.1,2025-01-09 10:13:00
105,31,62,3,2.5,7.5,0.05,2025-01-09 10:13:00
106,31,2,3,1.42,4.26,0.11,2025-01-09 10:13:00
107,31,79,2.3,3.34,7.68,0.13,2025-01-09 10:13:00
108,31,28,3,4.13,12.39,0.04,2025-01-09 10:13:00
109,31,150,4,2.5,10.0,0.07,2025-01-09 10:13:00
110,32,4,1.4,5.7,7.98,0.04,2025-01-10 17:04:00
111,32,55,1.3,9.64,12.53,0.1,2025-01-10 17:04:00
112,32,75,2,10.26,20.52,0.05,2025-01-10 17:04:00
113,32,138,2,6.54,13.08,0.03,2025-01-10 17:04:00
114,32,72,5.1,7.46,38.05,0.06,2025-01-10 17:04:00
115,32,24,1,6.08,6.08,0.14,2025-01-10 17:04:00
116,32,36,1,3.97,3.97,0.06,2025-01-10 17:04:00
117,33,31,2,7.29,14.58,0.13,2025-01-10 19:30:00
118,33,98,4,10.37,41.48,0.13,2025-01-10 19:30:00
119,33,102,1.2,4.58,5.5,0.0,2025-01-10 19:30:00
120,34,32,5,2.3,11.5,0.01,2025-01-10 21:03:00
121,34,137,3,0.59,1.77,0.02,2025-01-10 21:03:00
122,34,108,3.7,1.72,6.36,0.04,2025-01-10 21:03:00
123,34,63,3.9,6.13,23.91,0.07,2025-01-10 21:03:00
124,35,1,0.6,8.65,5.19,0.1,2025-01-11 17:12:00
125,36,26,2,10.18,20.36,0.06,2025-01-11 06:55:00
126,36,72,1,6.41,6.41,0.06,2025-01-11 06:55:00
127,36,80,3.0,11.97,35.91,0.12,2025-01-11 06:55:00
128,36,37,2.1,9.47,19.89,0.11,2025-01-11 06:55:00
129,36,56,1.8,11.57,20.83,0.1,2025-01-11 06:55:00
130,36,120,5,9.34,46.7,0.04,2025-01-11 06:55:00
131,36,97,4.5,10.14,45.63,0.07,2025-01-11 06:55:00
132,37,76,3,2.75,8.25,0.09,2025-01-11 15:08:00
133,37,27,6,5.69,34.14,0.07,2025-01-11 15:08:00
134,38,110,3,2.53,7.59,0.07,2025-01-11 13:28:00
135,38,108,0.6,7.12,4.27,0.08,2025-01-11 13:28:00
136,38,83,1,5.18,5.18,0.01,2025-01-11 13:28:00
137,38,16,1.9,8.26,15.69,0.06,2025-01-11 13:28:00
138,38,141,4,0.78,3.12,0.09,2025-01-11 13:28:00
139,38,123,2,4.36,8.72,0.02,2025-01-11 13:28:00
140,38,51,1,6.7,6.7,0.09,2025-01-11 13:28:00
141,39,36,6,6.44,38.64,0.04,2025-01-11 17:57:00
142,39,132,2,10.98,21.96,0.01,2025-01-11 17:57:00
143,40,39,2,0.75,1.5,0.0,2025-01-12 10:02:00
144,40,63,3,9.39,28.17,0.04,2025-01-12 10:02:00
145,40,138,6,2.21,13.26,0.04,2025-01-12 10:02:00
146,40,19,1.9,4.46,8.47,0.1,2025-01-12 10:02:00
147,40,129,4,7.54,30.16,0.02,2025-01-12 10:02:00
148,41,138,1,6.15,6.15,0.08,2025-01-12 07:17:00
149,41,128,5,1.32,6.6,0.15,2025-01-12 07:17:00
150,41,54,2,0.97,1.94,0.01,2025-01-12 07:17:00
151,41,71,1,9.87,9.87,0.12,2025-01-12 07:17:00
152,41,42,4,3.87,15.48,0.06,2025-01-12 07:17:00
153,41,57,3,1.23,3.69,0.02,2025-01-12 07:17:00
154,41,47,3,11.35,34.05,0.03,2025-01-12 07:17:00
155,41,64,3,8.24,24.72,0.05,2025-01-12 07:17:00
156,42,121,3,6.58,19.74,0.08,2025-01-12 15:02:00
157,42,110,2.0,9.72,19.44,0.04,2025-01-12 15:02:00
158,42,95,1,4.03,4.03,0.09,2025-01-12 15:02:00
159,42,81,2.8,1.99,5.57,0.09,2025-01-12 15:02:00
160,42,84,3,10.38,31.14,0.02,2025-01-12 15:02:00
161,42,14,2,9.13,18.26,0.13,2025-01-12 15:02:00
162,42,127,5.7,9.01,51.36,0.11,2025-01-12 15:02:00
163,43,150,3,8.38,25.14,0.04,2025-01-12 19:50:00
164,43,36,3.7,3.96,14.65,0.13,2025-01-12 19:50:00
165,43,96,2,2.19,4.38,0.03,2025-01-12 19:50:00
166,43,127,6,11.25,67.5,0.1,2025-01-12 19:50:00
167,43,2,2.4,6.17,14.81,0.09,2025-01-12 19:50:00
168,43,36,5,3.85,19.25,0.1,2025-01-12 19:50:00
169,43,118,1.8,7.53,13.55,0.02,2025-01-12 19:50:00
170,43,75,6,10.17,61.02,0.14,2025-01-12 19:50:00
171,44,63,4.0,10.63,42.52,0.1,2025-01-12 19:36:00
172,44,146,3,4.14,12.42,0.11,2025-01-12 19:36:00
173,44,102,6,5.62,33.72,0.06,2025-01-12 19:36:00
174,45,57,5,5.4,27.0,0.0,2025-01-13 08:15:00
175,45,18,2,0.81,1.62,0.14,2025-01-13 08:15:00
176,45,13,6,8.27,49.62,0.04,2025-01-13 08:15:00
177,45,69,5.0,9.39,46.95,0.13,2025-01-13 08:15:00
178,45,53,4.6,5.36,24.66,0.07,2025-01-13 08:15:00
179,45,148,5,2.41,12.05,0.15,2025-01-13 08:15:00
180,45,139,4,8.82,35.28,0.1,2025-01-13 08:15:00
181,46,98,2.3,8.29,19.07,0.09,2025-01-13 09:19:00
182,46,74,5,2.03,10.15,0.08,2025-01-13 09:19:00
183,46,95,3,7.03,21.09,0.13,2025-01-13 09:19:00
184,46,30,2,3.51,7.02,0.06,2025-01-13 09:19:00
185,47,145,3,1.07,3.21,0.1,2025-01-13 12:26:00
186,47,1,5.4,3.86,20.84,0.02,2025-01-13 12:26:00
187,48,136,6,7.89,47.34,0.08,2025-01-14 14:55:00
188,48,13,3.4,6.36,21.62,0.1,2025-01-14 14:55:00
189,48,10,4.0,1.2,4.8,0.01,2025-01-14 14:55:00
190,48,62,2.7,10.78,29.11,0.05,2025-01-14 14:55:00
191,48,55,2,6.51,13.02,0.1,2025-01-14 14:55:00
192,48,71,2,5.99,11.98,0.07,2025-01-14 14:55:00
193,49,130,0.7,7.85,5.49,0.02,2025-01-14 16:02:00
194,49,104,3,4.89,14.67,0.07,2025-01-14 16:02:00
195,49,125,4,6.81,27.24,0.01,2025-01-14 16:02:00
196,49,10,3.0,10.99,32.97,0.02,2025-01-14 16:02:00
197,49,135,6,8.59,51.54,0.07,2025-01-14 16:02:00
198,49,27,1,4.71,4.71,0.14,2025-01-14 16:02:00
199,50,133,1,1.48,1.48,0.09,2025-01-14 13:22:00
200,50,99,5,8.96,44.8,0.08,2025-01-14 13:22:00
201,50,51,0.9,10.5,9.45,0.11,2025-01-14 13:22:00
202,50,8,5,2.88,14.4,0.03,2025-01-14 13:22:00
203,50,92,1,7.26,7.26,0.06,2025-01-14 13:22:00
204,50,113,5,4.75,23.75,0.05,2025-01-14 13:22:00
205,50,62,5,8.05,40.25,0.12,2025-01-14 13:22:00
206,51,73,2.7,2.13,5.75,0.07,2025-01-15 08:41:00
207,51,124,1,1.27,1.27,0.05,2025-01-15 08:41:00
208,51,69,4,6.8,27.2,0.09,2025-01-15 08:41:00
209,52,2,2,0.57,1.14,0.12,2025-01-15 21:18:00
210,52,88,5.5,5.81,31.95,0.07,2025-01-15 21:18:00
211,52,99,5,9.83,49.15,0.03,2025-01-15 21:18:00
212,52,82,2.5,8.99,22.48,0.01,2025-01-15 21:18:00
213,53,33,3,11.35,34.05,0.06,2025-01-15 22:45:00
214,53,62,3.5,9.91,34.69,0.14,2025-01-15 22:45:00
215,53,2,5,11.12,55.6,0.02,2025-01-15 22:45:00
216,53,3,2,6.89,13.78,0.11,2025-01-15 22:45:00
217,53,43,4,5.9,23.6,0.14,2025-01-15 22:45:00
218,53,30,4.7,3.86,18.14,0.05,2025-01-15 22:45:00
219,54,130,2,0.51,1.02,0.09,2025-01-16 08:59:00
220,54,3,1,2.18,2.18,0.01,2025-01-16 08:59:00
221,54,37,3,2.12,6.36,0.04,2025-01-16 08:59:00
222,54,75,6,11.59,69.54,0.05,2025-01-16 08:59:00
223,54,124,6,8.12,48.72,0.15,2025-01-16 08:59:00
224,54,25,6,10.89,65.34,0.14,2025-01-16 08:59:00
225,54,149,4,1.75,7.0,0.05,2025-01-16 08:59:00
226,54,112,4,5.13,20.52,0.07,2025-01-16 08:59:00
227,55,11,6,8.33,49.98,0.08,2025-01-16 21:42:00
228,55,61,4.8,0.68,3.26,0.09,2025-01-16 21:42:00
229,55,94,5.6,10.16,56.9,0.14,2025-01-16 21:42:00
230,55,98,3,2.76,8.28,0.07,2025-01-16 21:42:00
231,55,52,2,1.96,3.92,0.01,2025-01-16 21:42:00
232,56,67,3.9,0.65,2.54,0.0,2025-01-16 13:29:00
233,56,73,2,5.35,10.7,0.11,2025-01-16 13:29:00
234,57,127,5,1.81,9.05,0.14,2025-01-17 17:41:00
235,57,85,4.4,1.0,4.4,0.06,2025-01-17 17:41:00
236,57,39,1,6.3,6.3,0.02,2025-01-17 17:41:00
237,57,90,6,2.9,17.4,0.04,2025-01-17 17:41:00
238,57,120,5,5.74,28.7,0.08,2025-01-17 17:41:00
239,57,53,2.1,6.25,13.12,0.03,2025-01-17 17:41:00
240,58,23,1,3.76,3.76,0.06,2025-01-17 14:50:00
241,58,146,1.9,3.29,6.25,0.13,2025-01-17 14:50:00
242,58,130,6,4.95,29.7,0.04,2025-01-17 14:50:00
243,58,62,1,10.58,10.58,0.01,2025-01-17 14:50:00
244,58,127,6,5.19,31.14,0.05,2025-01-17 14:50:00
245,58,133,2.7,4.33,11.69,0.13,2025-01-17 14:50:00
246,58,43,4,8.2,32.8,0.04,2025-01-17 14:50:00
247,58,11,6,10.63,63.78,0.1,2025-01-17 14:50:00
248,59,6,6,1.07,6.42,0.05,2025-01-17 11:56:00
249,59,97,3,1.49,4.47,0.0,2025-01-17 11:56:00
250,59,87,5.0,6.2,31.0,0.02,2025-01-17 11:56:00
251,60,15,6,8.84,53.04,0.15,2025-01-18 19:01:00
252,60,82,6,10.96,65.76,0.06,2025-01-18 19:01:00
253,60,52,1,10.93,10.93,0.01,2025-01-18 19:01:00
254,60,10,5,9.94,49.7,0.09,2025-01-18 19:01:00
255,61,142,1,8.86,8.86,0.12,2025-01-18 15:07:00
256,61,80,5,11.62,58.1,0.03,2025-01-18 15:07:00
257,62,86,3,1.24,3.72,0.08,2025-01-18 19:40:00
258,62,47,1,7.65,7.65,0.03,2025-01-18 19:40:00
259,62,68,6,5.6,33.6,0.06,2025-01-18 19:40:00
260,62,63,4,2.46,9.84,0.14,2025-01-18 19:40:00
261,63,132,1,2.11,2.11,0.02,2025-01-18 10:57:00
262,64,134,5.2,10.45,54.34,0.09,2025-01-18 09:14:00
263,64,118,3,9.34,28.02,0.13,2025-01-18 09:14:00
264,64,89,2,1.35,2.7,0.12,2025-01-18 09:14:00
265,64,23,2.4,6.81,16.34,0.03,2025-01-18 09:14:00
266,64,63,3.9,6.22,24.26,0.03,2025-01-18 09:14:00
267,64,115,3,11.76,35.28,0.01,2025-01-18 09:14:00
268,64,150,6,4.05,24.3,0.1,2025-01-18 09:14:00
269,65,122,6,10.43,62.58,0.1,2025-01-19 16:24:00
270,65,27,4,5.41,21.64,0.1,2025-01-19 16:24:00
271,65,26,4,5.08,20.32,0.13,2025-01-19 16:24:00
272,65,136,2,5.21,10.42,0.04,2025-01-19 16:24:00
273,66,7,4.1,10.61,43.5,0.12,2025-01-19 09:22:00
274,66,42,4,2.48,9.92,0.02,2025-01-19 09:22:00
275,66,109,4,6.42,25.68,0.1,2025-01-19 09:22:00
276,66,3,6,2.74,16.44,0.1,2025-01-19 09:22:00
277,66,22,3,2.44,7.32,0.08,2025-01-19 09:22:00
278,66,138,1,5.83,5.83,0.09,2025-01-19 09:22:00
279,67,82,1,2.06,2.06,0.05,2025-01-19 13:42:00
280,67,123,2,5.49,10.98,0.15,2025-01-19 13:42:00
281,67,127,1,6.81,6.81,0.03,2025-01-19 13:42:00
282,67,143,6,6.62,39.72,0.05,2025-01-19 13:42:00
283,68,75,2.9,10.76,31.2,0.12,2025-01-19 06:31:00
284,68,85,5,2.67,13.35,0.01,2025-01-19 06:31:00
285,69,91,3,9.72,29.16,0.08,2025-01-19 09:28:00
286,69,113,1.1,11.74,12.91,0.08,2025-01-19 09:28:00
287,69,11,4.1,9.4,38.54,0.0,2025-01-19 09:28:00
288,70,68,4.4,2.58,11.35,0.14,2025-01-20 08:20:00
289,70,144,4,4.52,18.08,0.07,2025-01-20 08:20:00
290,70,13,6,0.69,4.14,0.02,2025-01-20 08:20:00
291,71,5,4.5,2.22,9.99,0.1,2025-01-20 07:27:00
292,71,17,4,10.11,40.44,0.01,2025-01-20 07:27:00
293,71,71,4.6,0.76,3.5,0.1,2025-01-20 07:27:00
294,71,89,1.5,3.11,4.67,0.03,2025-01-20 07:27:00
295,72,31,1,4.92,4.92,0.13,2025-01-20 13:08:00
296,72,4,4,7.85,31.4,0.0,2025-01-20 13:08:00
297,72,35,2,10.9,21.8,0.1,2025-01-20 13:08:00
298,72,109,4.4,7.1,31.24,0.05,2025-01-20 13:08:00
299,73,74,6,9.8,58.8,0.07,2025-01-21 10:12:00
300,73,24,3,4.01,12.03,0.14,2025-01-21 10:12:00
301,73,95,6,9.44,56.64,0.07,2025-01-21 10:12:00
302,73,13,5,10.89,54.45,0.12,2025-01-21 10:12:00
303,73,93,3,11.31,33.93,0.03,2025-01-21 10:12:00
304,73,85,3,4.88,14.64,0.06,2025-01-21 10:12:00
305,73,141,6,9.96,59.76,0.05,2025-01-21 10:12:00
306,73,132,4.6,3.58,16.47,0.03,2025-01-21 10:12:00
307,74,144,2,8.11,16.22,0.14,2025-01-21 07:26:00
308,74,141,6,2.34,14.04,0.06,2025-01-21 07:26:00
309,74,127,5.9,10.04,59.24,0.08,2025-01-21 07:26:00
310,74,62,5.2,9.83,51.12,0.07,2025-01-21 07:26:00
311,74,135,5,10.86,54.3,0.04,2025-01-21 07:26:00
312,75,105,5,6.95,34.75,0.1,2025-01-21 13:56:00
313,75,65,6,5.45,32.7,0.09,2025-01-21 13:56:00
314,75,87,1,4.59,4.59,0.11,2025-01-21 13:56:00
315,76,82,3,11.94,35.82,0.0,2025-01-22 15:26:00
316,76,45,4,5.83,23.32,0.11,2025-01-22 15:26:00
317,76,3,1.6,2.48,3.97,0.15,2025-01-22 15:26:00
318,76,51,6,5.88,35.28,0.03,2025-01-22 15:26:00
319,76,126,5,4.12,20.6,0.1,2025-01-22 15:26:00
320,77,2,5.6,1.23,6.89,0.02,2025-01-22 10:49:00
321,77,144,1,4.57,4.57,0.1,2025-01-22 10:49:00
322,77,2,2.4,8.07,19.37,0.14,2025-01-22 10:49:00
323,77,25,3,3.11,9.33,0.01,2025-01-22 10:49:00
324,77,119,6,8.4,50.4,0.1,2025-01-22 10:49:00
325,77,58,5,10.37,51.85,0.11,2025-01-22 10:49:00
326,78,21,6,10.91,65.46,0.02,2025-01-22 07:35:00
327,78,62,5,0.84,4.2,0.15,2025-01-22 07:35:00
328,78,43,2,10.68,21.36,0.12,2025-01-22 07:35:00
329,78,39,6,4.87,29.22,0.03,2025-01-22 07:35:00
330,79,29,5,4.68,23.4,0.03,2025-01-23 21:46:00
331,79,50,6,4.53,27.18,0.04,2025-01-23 21:46:00
332,79,21,4.7,11.73,55.13,0.12,2025-01-23 21:46:00
333,79,21,3,1.58,4.74,0.07,2025-01-23 21:46:00
334,79,78,3,4.1,12.3,0.1,2025-01-23 21:46:00
335,79,117,4,2.06,8.24,0.03,2025-01-23 21:46:00
336,80,107,2,5.59,11.18,0.06,2025-01-23 16:08:00
337,80,36,6,4.15,24.9,0.07,2025-01-23 16:08:00
338,81,43,3,10.65,31.95,0.03,2025-01-23 07:33:00
339,81,109,1.9,1.86,3.53,0.15,2025-01-23 07:33:00
340,81,114,1,7.28,7.28,0.14,2025-01-23 07:33:00
341,81,109,1,7.44,7.44,0.06,2025-01-23 07:33:00
342,81,6,2,11.11,22.22,0.09,2025-01-23 07:33:00
343,81,19,4,11.32,45.28,0.05,2025-01-23 07:33:00
344,81,9,6,7.58,45.48,0.09,2025-01-23 07:33:00
345,82,33,6,8.82,52.92,0.07,2025-01-24 16:26:00
346,82,26,2,3.72,7.44,0.03,2025-01-24 16:26:00
347,82,136,5,11.51,57.55,0.05,2025-01-24 16:26:00
348,83,24,6,2.25,13.5,0.02,2025-01-24 07:10:00
349,83,63,3,1.03,3.09,0.1,2025-01-24 07:10:00
350,83,142,4.5,1.73,7.79,0.04,2025-01-24 07:10:00
351,83,121,3,5.58,16.74,0.07,2025-01-24 07:10:00
352,83,17,2.3,7.29,16.77,0.11,2025-01-24 07:10:00
353,83,67,1.0,10.28,10.28,0.03,2025-01-24 07:10:00
354,84,64,5,4.78,23.9,0.14,2025-01-24 18:08:00
355,84,22,6,8.01,48.06,0.02,2025-01-24 18:08:00
356,84,150,1,8.3,8.3,0.02,2025-01-24 18:08:00
357,84,5,6,7.22,43.32,0.14,2025-01-24 18:08:00
358,84,120,4,10.89,43.56,0.14,2025-01-24 18:08:00
359,85,116,1.4,1.78,2.49,0.06,2025-01-25 09:47:00
360,85,22,6,6.29,37.74,0.03,2025-01-25 09:47:00
361,86,41,3.5,5.07,17.75,0.13,2025-01-25 12:06:00
362,86,83,6,5.8,34.8,0.12,2025-01-25 12:06:00
363,86,30,3,2.07,6.21,0.08,2025-01-25 12:06:00
364,87,125,4.0,4.48,17.92,0.09,2025-01-25 21:18:00
365,87,21,2,1.15,2.3,0.04,2025-01-25 21:18:00
366,87,14,5.9,0.57,3.36,0.12,2025-01-25 21:18:00
367,87,97,5,3.31,16.55,0.07,2025-01-25 21:18:00
368,87,9,6,11.31,67.86,0.1,2025-01-25 21:18:00
369,87,15,2.2,5.1,11.22,0.11,2025-01-25 21:18:00
370,87,13,4.8,3.63,17.42,0.09,2025-01-25 21:18:00
371,87,53,4.3,5.78,24.85,0.05,2025-01-25 21:18:00
372,88,138,2,3.26,6.52,0.06,2025-01-25 18:49:00
373,88,130,0.9,3.3,2.97,0.08,2025-01-25 18:49:00
374,89,115,0.8,9.13,7.3,0.02,2025-01-25 09:35:00
375,89,63,0.8,6.77,5.42,0.02,2025-01-25 09:35:00
376,89,1,3.4,6.79,23.09,0.05,2025-01-25 09:35:00
377,90,45,3.5,2.77,9.7,0.11,2025-01-26 07:49:00
378,90,100,6,9.47,56.82,0.06,2025-01-26 07:49:00
379,90,107,2,6.68,13.36,0.1,2025-01-26 07:49:00
380,90,23,6,6.01,36.06,0.04,2025-01-26 07:49:00
381,91,4,5,7.31,36.55,0.05,2025-01-26 14:44:00
382,91,125,2,1.03,2.06,0.0,2025-01-26 14:44:00
383,91,34,4.3,1.65,7.09,0.01,2025-01-26 14:44:00
384,91,122,4,1.81,7.24,0.04,2025-01-26 14:44:00
385,91,144,1,9.64,9.64,0.1,2025-01-26 14:44:00
386,91,83,1.7,0.57,0.97,0.06,2025-01-26 14:44:00
387,91,29,5,9.16,45.8,0.09,2025-01-26 14:44:00
388,92,93,2.5,7.46,18.65,0.02,2025-01-26 09:27:00
389,92,102,4,9.96,39.84,0.09,2025-01-26 09:27:00
390,92,117,1,3.22,3.22,0.07,2025-01-26 09:27:00
391,92,30,6,6.26,37.56,0.06,2025-01-26 09:27:00
392,92,37,2,7.22,14.44,0.06,2025-01-26 09:27:00
393,93,103,4,11.12,44.48,0.07,2025-01-26 07:56:00
394,93,57,3,4.68,14.04,0.03,2025-01-26 07:56:00
395,93,26,5.2,6.53,33.96,0.11,2025-01-26 07:56:00
396,94,43,2,8.4,16.8,0.14,2025-01-26 19:18:00
397,95,98,3,3.92,11.76,0.06,2025-01-27 22:38:00
398,95,98,2.8,8.87,24.84,0.0,2025-01-27 22:38:00
399,95,29,3.0,9.46,28.38,0.1,2025-01-27 22:38:00
400,95,45,1,4.81,4.81,0.04,2025-01-27 22:38:00
401,95,59,2.7,6.62,17.87,0.06,2025-01-27 22:38:00
402,96,68,3,4.97,14.91,0.06,2025-01-27 06:20:00
403,96,145,5,10.88,54.4,0.14,2025-01-27 06:20:00
404,96,56,5,9.46,47.3,0.03,2025-01-27 06:20:00
405,96,8,1.7,8.35,14.19,0.14,2025-01-27 06:20:00
406,96,59,2,8.44,16.88,0.01,2025-01-27 06:20:00
407,96,89,2,9.09,18.18,0.02,2025-01-27 06:20:00
408,96,30,2,6.05,12.1,0.01,2025-01-27 06:20:00
409,97,58,0.7,3.54,2.48,0.06,2025-01-27 16:06:00
410,97,38,1,6.75,6.75,0.03,2025-01-27 16:06:00
411,97,132,3.1,6.46,20.03,0.0,2025-01-27 16:06:00
412,97,138,4.3,9.39,40.38,0.14,2025-01-27 16:06:00
413,97,14,4,4.35,17.4,0.07,2025-01-27 16:06:00
414,97,134,5,5.99,29.95,0.04,2025-01-27 16:06:00
